phage,host,accession,cluster,subcluster,label,source
vessoph,gordonia terrae,,,,1,phagesdb
vestan,mycobacterium smegmatis,,,,1,phagesdb
vesuvius,microbacterium foliorum,,,,1,phagesdb
veteran,mycobacterium smegmatis,MT114164,,,1,phagesdb
vetoed,mycobacterium smegmatis,,,,1,phagesdb
vetrix,mycobacterium smegmatis,OL455899,,,1,phagesdb
vevay,mycobacterium smegmatis,,,,1,phagesdb
vevers,microbacterium foliorum,,,,1,phagesdb
vexillum,mycobacterium smegmatis,,,,1,phagesdb
vfas,mycobacterium smegmatis,,,,1,phagesdb
vhagar,gordonia terrae,,,,1,phagesdb
vhenan,microbacterium foliorum,,,,1,phagesdb
vhyola,mycobacterium smegmatis,,,,1,phagesdb
via2013,mycobacterium smegmatis,,,,1,phagesdb
viaconlectus,gordonia terrae,OP068342,,,1,phagesdb
vialactea,gordonia terrae,,,,1,phagesdb
viaser,mycobacterium smegmatis,,,,1,phagesdb
viator,mycobacterium smegmatis,,,,1,phagesdb
viatrix,mycobacterium smegmatis,,,,1,phagesdb
vibaki,arthrobacter globiformis,MN096362,,,1,phagesdb
vibe,gordonia terrae,,,,1,phagesdb
vibecheck,streptomyces mirabilis,,,,1,phagesdb
vibranium,microbacterium foliorum,,,,1,phagesdb
vic9,mycobacterium smegmatis,PP526940,,,1,phagesdb
vice,arthrobacter sp.,,,,1,phagesdb
vicem,arthrobacter sp.,,,,1,phagesdb
vicente01,mycobacterium smegmatis,,,,1,phagesdb
viceroy,microbacterium foliorum,OP068331,,,1,phagesdb
vici,mycobacterium smegmatis,,,,1,phagesdb
vick5,gordonia terrae,,,,1,phagesdb
viclerie,mycobacterium smegmatis,,,,1,phagesdb
vicore,mycobacterium smegmatis,,,,1,phagesdb
victor,mycobacterium smegmatis,,,,1,phagesdb
victor101,streptomyces platensis,,,,1,phagesdb
victoria,mycobacterium smegmatis,,,,1,phagesdb
victoriam,streptomyces lividans,,,,1,phagesdb
victoris,arthrobacter globiformis,,,,1,phagesdb
victory,mycobacterium smegmatis,,,,1,phagesdb
victrix,microbacterium paraoxydans,,,,1,phagesdb
victrum,arthrobacter sp.,,,,1,phagesdb
vida,mycobacterium smegmatis,,,,1,phagesdb
viddhi,microbacterium foliorum,,,,1,phagesdb
vidiian,mycobacterium smegmatis,,,,1,phagesdb
vidocq,mycobacterium smegmatis,,,,1,phagesdb
vidya,mycobacterium smegmatis,,,,1,phagesdb
vieenrose,streptomyces sanglieri,ON526983,,,1,phagesdb
vienna,gordonia terrae,,,,1,phagesdb
viet,streptomyces griseus,,,,1,phagesdb
viflix,arthrobacter globiformis,,,,1,phagesdb
vijidudu,streptomyces scabiei,,,,1,phagesdb
viktorius,arthrobacter globiformis,,,,1,phagesdb
vikus,mycobacterium smegmatis,,,,1,phagesdb
vilelutum,arthrobacter sp.,,,,1,phagesdb
vilina,arthrobacter atrocyaneus,,,,1,phagesdb
vill,arthrobacter globiformis,,,,1,phagesdb
villavisanis,mycobacterium smegmatis,,,,1,phagesdb
villayork,microbacterium foliorum,,,,1,phagesdb
villcat,mycobacterium smegmatis,,,,1,phagesdb
villepeste,mycobacterium smegmatis,,,,1,phagesdb
vimes,gordonia neofelifaecis,,,,1,phagesdb
vimmer,streptomyces mirabilis,,,,1,phagesdb
vinashak,mycobacterium smegmatis,,,,1,phagesdb
vince,mycobacterium smegmatis,,,,1,phagesdb
vincent,mycobacterium smegmatis,,,,1,phagesdb
vincenzo,mycobacterium smegmatis,KR080194,,,1,phagesdb
vincera,gordonia rubripertincta,,,,1,phagesdb
vinci,microbacterium foliorum,,,,1,phagesdb
vincint,mycobacterium smegmatis,,,,1,phagesdb
vine,gordonia rubripertincta,MZ622167,,,1,phagesdb
viniciusjr,mycobacterium smegmatis,,,,1,phagesdb
vinijrseven,gordonia rubripertincta,,,,1,phagesdb
vinjamurium,mycobacterium smegmatis,,,,1,phagesdb
vinki,mycobacterium smegmatis,,,,1,phagesdb
vinniemojo,mycobacterium smegmatis,,,,1,phagesdb
vinny,mycobacterium smegmatis,,,,1,phagesdb
vinsintom,microbacterium foliorum,,,,1,phagesdb
vinton412,microbacterium foliorum,,,,1,phagesdb
vinu3091,streptomyces griseus,,,,1,phagesdb
vinye,arthrobacter globiformis,,,,1,phagesdb
vinylhead,mycobacterium smegmatis,,,,1,phagesdb
vinylwins,mycobacterium smegmatis,,,,1,phagesdb
viola,mycobacterium smegmatis,,,,1,phagesdb
violac,mycobacterium smegmatis,PV755394,,,1,phagesdb
violaer,arthrobacter globiformis,,,,1,phagesdb
violentv,mycobacterium smegmatis,,,,1,phagesdb
violet,mycobacterium smegmatis,JN687951,,,1,phagesdb
violeta,microbacterium foliorum,,,,1,phagesdb
violetnova,mycobacterium smegmatis,,,,1,phagesdb
violetrose,gordonia terrae,,,,1,phagesdb
violetz,mycobacterium smegmatis,MT897910,,,1,phagesdb
vipchic,streptomyces mirabilis,,,,1,phagesdb
viper,mycobacterium smegmatis,,,,1,phagesdb
viper262,mycobacterium smegmatis,,,,1,phagesdb
viragamma,arthrobacter globiformis,,,,1,phagesdb
virago,mycobacterium smegmatis,,,,1,phagesdb
viraldinho,arthrobacter globiformis,,,,1,phagesdb
viralprincess,mycobacterium smegmatis,,,,1,phagesdb
viralys777,microbacterium foliorum,,,,1,phagesdb
viranova,microbacterium foliorum,,,,1,phagesdb
virapocalypse,mycobacterium smegmatis,MF919539,,,1,phagesdb
virbank,rhodococcus equi,,,,1,phagesdb
virgeve,mycobacterium smegmatis,ON456332,,,1,phagesdb
virgil,mycobacterium smegmatis,,,,1,phagesdb
virginia,mycobacterium smegmatis,,,,1,phagesdb
virginia855,mycobacterium smegmatis,,,,1,phagesdb
virginjamaica,mycobacterium smegmatis,,,,1,phagesdb
virgo,mycobacterium smegmatis,,,,1,phagesdb
virgo23,mycobacterium smegmatis,,,,1,phagesdb
viriana27,arthrobacter globiformis,,,,1,phagesdb
viridian,arthrobacter globiformis,,,,1,phagesdb
viridity,mycobacterium smegmatis,,,,1,phagesdb
virizion,streptomyces mirabilis,,,,1,phagesdb
vironatron,mycobacterium smegmatis,,,,1,phagesdb
virsces,microbacterium foliorum,,,,1,phagesdb
viscera,microbacterium foliorum,,,,1,phagesdb
visconti,mycobacterium smegmatis,MH399788,,,1,phagesdb
viserion,gordonia terrae,,,,1,phagesdb
vision,mycobacterium smegmatis,,,,1,phagesdb
vision7,mycobacterium smegmatis,,,,1,phagesdb
vispistious,microbacterium foliorum,PP978849,,,1,phagesdb
vista,mycobacterium smegmatis,JN699008,,,1,phagesdb
vita4918,mycobacterium smegmatis,,,,1,phagesdb
vitae,streptomyces griseus,,,,1,phagesdb
vitaenoii,gordonia rubripertincta,PV915899,,,1,phagesdb
vital,mycobacterium smegmatis,,,,1,phagesdb
vitali,mycobacterium smegmatis,,,,1,phagesdb
vitaliano,gordonia rubripertincta,,,,1,phagesdb
vitalis,arthrobacter globiformis,,,,1,phagesdb
vitarose,microbacterium foliorum,,,,1,phagesdb
vitas,microbacterium foliorum,MN183281,,,1,phagesdb
vito,microbacterium foliorum,,,,1,phagesdb
vitocorleone,gordonia terrae,,,,1,phagesdb
vitory,mycobacterium smegmatis,,,,1,phagesdb
vitulaeligans,microbacterium foliorum,MH371124,,,1,phagesdb
vitus,arthrobacter globiformis,PX315710,,,1,phagesdb
viura,gordonia rubripertincta,,,,1,phagesdb
viva,mycobacterium smegmatis,,,,1,phagesdb
vivaldi,mycobacterium smegmatis,KM347890,,,1,phagesdb
vivante,mycobacterium smegmatis,,,,1,phagesdb
vivcam1,mycobacterium smegmatis,,,,1,phagesdb
vivence,microbacterium foliorum,,,,1,phagesdb
vivi,streptomyces baarnensis,,,,1,phagesdb
vivi2,gordonia terrae,KU963250,,,1,phagesdb
vivi5,arthrobacter sp.,,,,1,phagesdb
viviana,mycobacterium smegmatis,,,,1,phagesdb
vivianne,mycobacterium smegmatis,,,,1,phagesdb
vivij,mycobacterium smegmatis,PX307260,,,1,phagesdb
vivisticks,microbacterium foliorum,,,,1,phagesdb
vivum,mycobacterium smegmatis,,,,1,phagesdb
vix,mycobacterium smegmatis,JF704114,,,1,phagesdb
vixen,mycobacterium smegmatis,,,,1,phagesdb
vlad,mycobacterium smegmatis,,,,1,phagesdb
vladimir,mycobacterium smegmatis,,,,1,phagesdb
vladimirgjr,gordonia rubripertincta,,,,1,phagesdb
vladtepes,streptomyces baarnensis,,,,1,phagesdb
vlam,microbacterium foliorum,,,,1,phagesdb
vndiesel,mycobacterium smegmatis,,,,1,phagesdb
vobact,mycobacterium smegmatis,,,,1,phagesdb
vochelli,mycobacterium smegmatis,,,,1,phagesdb
voge,microbacterium foliorum,,,,1,phagesdb
voge27,microbacterium foliorum,,,,1,phagesdb
vohminghazi,mycobacterium smegmatis,KM401838,,,1,phagesdb
void,microbacterium foliorum,,,,1,phagesdb
voidmere,mycobacterium smegmatis,,,,1,phagesdb
volarius,arthrobacter globiformis,,,,1,phagesdb
voldemite,mycobacterium smegmatis,,,,1,phagesdb
voldemort,mycobacterium smegmatis,,,,1,phagesdb
voldy,mycobacterium smegmatis,,,,1,phagesdb
volk,mycobacterium smegmatis,,,,1,phagesdb
volkage,streptomyces griseus,,,,1,phagesdb
volkar,microbacterium foliorum,,,,1,phagesdb
volley227,mycobacterium smegmatis,,,,1,phagesdb
volleyball527,mycobacterium smegmatis,,,,1,phagesdb
volt,gordonia terrae,MN813698,,,1,phagesdb
voltaris,arthrobacter globiformis,,,,1,phagesdb
voltron,gordonia terrae,,,,1,phagesdb
vonder,mycobacterium smegmatis,,,,1,phagesdb
vondra,streptomyces sanglieri,MT451981,,,1,phagesdb
vone,microbacterium foliorum,,,,1,phagesdb
vonn,mycobacterium smegmatis,,,,1,phagesdb
vonnova,arthrobacter globiformis,,,,1,phagesdb
vontaka,mycobacterium smegmatis,,,,1,phagesdb
vonz,arthrobacter globiformis,,,,1,phagesdb
voodoomamajuju,streptomyces scabiei,,,,1,phagesdb
voorhees,gordonia terrae,,,,1,phagesdb
vopal,arthrobacter globiformis,,,,1,phagesdb
voratrix,arthrobacter globiformis,,,,1,phagesdb
vorax,mycobacterium smegmatis,,,,1,phagesdb
vordorf,gordonia rubripertincta,,,,1,phagesdb
vorelia,mycobacterium smegmatis,,,,1,phagesdb
vormir,mycobacterium smegmatis,,,,1,phagesdb
vorrey,microbacterium foliorum,,,,1,phagesdb
vorron,gordonia rubripertincta,,,,1,phagesdb
vorrps,mycobacterium smegmatis,MH926062,,,1,phagesdb
vortex,mycobacterium smegmatis,JF704103,,,1,phagesdb
vortex2,microbacterium foliorum,,,,1,phagesdb
vortexer,mycobacterium smegmatis,,,,1,phagesdb
vortexify,microbacterium foliorum,,,,1,phagesdb
vortrix,mycobacterium smegmatis,,,,1,phagesdb
vorvolakos,streptomyces scabiei,ON108647,,,1,phagesdb
voteforphedro,mycobacterium smegmatis,,,,1,phagesdb
votexcoltanasa,mycobacterium smegmatis,,,,1,phagesdb
voxy,microbacterium foliorum,,,,1,phagesdb
voyager,mycobacterium smegmatis,,,,1,phagesdb
vrama,microbacterium foliorum,,,,1,phagesdb
vrao,streptomyces sanglieri,,,,1,phagesdb
vredhorse,mycobacterium smegmatis,OP867027,,,1,phagesdb
vresidence,arthrobacter globiformis,OP434455,,,1,phagesdb
vriksha,mycobacterium smegmatis,,,,1,phagesdb
vroom,mycobacterium smegmatis,,,,1,phagesdb
vroomvroom,arthrobacter sulfureus,OQ938592,,,1,phagesdb
vslayer,microbacterium foliorum,,,,1,phagesdb
vuia,arthrobacter globiformis,,,,1,phagesdb
vulcan,mycobacterium smegmatis,,,,1,phagesdb
vulf,microbacterium foliorum,,,,1,phagesdb
vulpecula,arthrobacter globiformis,OR475258,,,1,phagesdb
vulpix,mycobacterium smegmatis,,,,1,phagesdb
vulture,arthrobacter sp.,KU160671,,,1,phagesdb
vungtau,mycobacterium smegmatis,,,,1,phagesdb
vurica,gordonia terrae,,,,1,phagesdb
vvicker,mycobacterium smegmatis,,,,1,phagesdb
vwb,streptomyces venezuelae,AY320035,,,1,phagesdb
vyaan22,microbacterium foliorum,,,,1,phagesdb
waap,gordonia terrae,,,,1,phagesdb
wabashrash,mycobacterium smegmatis,,,,1,phagesdb
wabbit,arthrobacter globiformis,,,,1,phagesdb
wabikintsugi,gordonia rubripertincta,,,,1,phagesdb
wabisabi,arthrobacter globiformis,,,,1,phagesdb
wac4,mycobacterium smegmatis,,,,1,phagesdb
wachhund,mycobacterium smegmatis,MF668287,,,1,phagesdb
wachob1723,microbacterium foliorum,,,,1,phagesdb
wackc,microbacterium foliorum,,,,1,phagesdb
wackplaque,mycobacterium smegmatis,,,,1,phagesdb
wacky,microbacterium foliorum,,,,1,phagesdb
waco2001,microbacterium foliorum,,,,1,phagesdb
wadadli,arthrobacter globiformis,,,,1,phagesdb
waddle,gordonia terrae,,,,1,phagesdb
waddledee,arthrobacter globiformis,PV876975,,,1,phagesdb
waddles,mycobacterium smegmatis,,,,1,phagesdb
wade,mycobacterium smegmatis,,,,1,phagesdb
wade3,mycobacterium smegmatis,,,,1,phagesdb
wadeno3,mycobacterium smegmatis,,,,1,phagesdb
wadla,mycobacterium smegmatis,,,,1,phagesdb
wadriann,mycobacterium smegmatis,,,,1,phagesdb
waduton,arthrobacter globiformis,,,,1,phagesdb
waffle,mycobacterium smegmatis,,,,1,phagesdb
wafflecone,arthrobacter globiformis,,,,1,phagesdb
wafflefry,microbacterium foliorum,,,,1,phagesdb
wafflehouse,mycobacterium smegmatis,,,,1,phagesdb
waffleiron,microbacterium foliorum,,,,1,phagesdb
waffles,mycobacterium smegmatis,,,,1,phagesdb
wagner,mycobacterium smegmatis,,,,1,phagesdb
wahala,streptomyces sanglieri,,,,1,phagesdb
wahoo,microbacterium foliorum,,,,1,phagesdb
wailord,gordonia lacunae,,,,1,phagesdb
waisake,mycobacterium smegmatis,,,,1,phagesdb
waitforit,arthrobacter sp.,,,,1,phagesdb
waits,gordonia terrae,MH001454,,,1,phagesdb
wakanda,streptomyces sanglieri,MT024865,,,1,phagesdb
wakaphlocka,gordonia rubripertincta,,,,1,phagesdb
wakeford,gordonia terrae,,,,1,phagesdb
wakenphake,mycobacterium smegmatis,,,,1,phagesdb
waker2,mycobacterium smegmatis,,,,1,phagesdb
wakey,mycobacterium smegmatis,,,,1,phagesdb
wakko,gordonia terrae,,,,1,phagesdb
wakky,mycobacterium smegmatis,,,,1,phagesdb
waku,mycobacterium smegmatis,,,,1,phagesdb
walahifalah,mycobacterium smegmatis,,,,1,phagesdb
walc,mycobacterium smegmatis,,,,1,phagesdb
waldo,mycobacterium smegmatis,,,,1,phagesdb
waldo123,mycobacterium smegmatis,,,,1,phagesdb
waldo19,streptomyces griseus,,,,1,phagesdb
waldobaldo,arthrobacter globiformis,,,,1,phagesdb
waldorph,microbacterium foliorum,,,,1,phagesdb
waldoweirdo,mycobacterium smegmatis,,,,1,phagesdb
waldowhy,mycobacterium smegmatis,MK494102,,,1,phagesdb
waleliano,mycobacterium smegmatis,MK524486,,,1,phagesdb
walgreen,mycobacterium smegmatis,,,,1,phagesdb
walkcoon,microbacterium foliorum,,,,1,phagesdb
walker,mycobacterium smegmatis,,,,1,phagesdb
walkertxranger,mycobacterium smegmatis,,,,1,phagesdb
walkingdead,microbacterium foliorum,,,,1,phagesdb
walla,mycobacterium smegmatis,,,,1,phagesdb
wallabeeway,mycobacterium smegmatis,,,,1,phagesdb
wallaby,gordonia rubripertincta,,,,1,phagesdb
wallabyway,microbacterium foliorum,,,,1,phagesdb
wallace,mycobacterium smegmatis,,,,1,phagesdb
wallame,mycobacterium smegmatis,,,,1,phagesdb
wallanski,arthrobacter sp.,,,,1,phagesdb
walldashe,streptomyces lividans,,,,1,phagesdb
wallen,microbacterium foliorum,,,,1,phagesdb
waller,streptomyces lividans,,,,1,phagesdb
walleuh,mycobacterium smegmatis,,,,1,phagesdb
wallhey,mycobacterium smegmatis,MK279891,,,1,phagesdb
wally,mycobacterium smegmatis,JN699625,,,1,phagesdb
wally2023,mycobacterium smegmatis,,,,1,phagesdb
wallyp,mycobacterium smegmatis,,,,1,phagesdb
wallyworld,microbacterium paraoxydans,,,,1,phagesdb
walmartwifi,microbacterium foliorum,,,,1,phagesdb
walnut,gordonia terrae,,,,1,phagesdb
walnutcreek,streptomyces scabiei,,,,1,phagesdb
walrus,gordonia terrae,MK501729,,,1,phagesdb
walt,mycobacterium smegmatis,,,,1,phagesdb
walter,mycobacterium smegmatis,,,,1,phagesdb
waltermcmickey,mycobacterium smegmatis,MN586038,,,1,phagesdb
walterthecook,mycobacterium smegmatis,,,,1,phagesdb
walterwhite,gordonia terrae,,,,1,phagesdb
waltini,microbacterium foliorum,,,,1,phagesdb
waltjr,mycobacterium smegmatis,,,,1,phagesdb
walton,microbacterium foliorum,,,,1,phagesdb
walton2018,microbacterium foliorum,,,,1,phagesdb
waltz,arthrobacter sp.,MG099950,,,1,phagesdb
waluigi,microbacterium foliorum,,,,1,phagesdb
wamburgrxpress,mycobacterium smegmatis,MH744425,,,1,phagesdb
wammu,mycobacterium smegmatis,,,,1,phagesdb
wamtastic23,mycobacterium smegmatis,,,,1,phagesdb
wana,mycobacterium smegmatis,,,,1,phagesdb
wanajo25,mycobacterium smegmatis,,,,1,phagesdb
wanda,mycobacterium smegmatis,KF006818,,,1,phagesdb
wandan,mycobacterium smegmatis,,,,1,phagesdb
wander,mycobacterium smegmatis,MG944224,,,1,phagesdb
wangstop,microbacterium foliorum,,,,1,phagesdb
wano,gordonia terrae,,,,1,phagesdb
wapacman,mycobacterium smegmatis,,,,1,phagesdb
waphle,microbacterium foliorum,,,,1,phagesdb
wapol,arthrobacter globiformis,,,,1,phagesdb
warda,arthrobacter globiformis,OL549188,,,1,phagesdb
warden,microbacterium foliorum,,,,1,phagesdb
warder,mycobacterium smegmatis,,,,1,phagesdb
wardwill,microbacterium foliorum,,,,1,phagesdb
warenger,mycobacterium smegmatis,,,,1,phagesdb
warewolf,microbacterium foliorum,,,,1,phagesdb
wario,microbacterium foliorum,,,,1,phagesdb
warner,microbacterium foliorum,,,,1,phagesdb
waronwar,mycobacterium smegmatis,,,,1,phagesdb
warp1,microbacterium foliorum,,,,1,phagesdb
warphead,mycobacterium smegmatis,,,,1,phagesdb
warpy,streptomyces griseus,MF358541,,,1,phagesdb
warren,microbacterium foliorum,MK737944,,,1,phagesdb
warrendale,mycobacterium smegmatis,,,,1,phagesdb
warrior,mycobacterium smegmatis,,,,1,phagesdb
warrior2014,mycobacterium smegmatis,,,,1,phagesdb
warrior24,gordonia terrae,PX307268,,,1,phagesdb
warsol,microbacterium foliorum,,,,1,phagesdb
warthog,mycobacterium smegmatis,,,,1,phagesdb
wasabi,mycobacterium smegmatis,,,,1,phagesdb
wasabisauce,microbacterium foliorum,,,,1,phagesdb
wasan,streptomyces bicolor,,,,1,phagesdb
washington,microbacterium foliorum,,,,1,phagesdb
washtus,mycobacterium smegmatis,,,,1,phagesdb
washu,streptomyces lividans,,,,1,phagesdb
washu29,streptomyces lividans,,,,1,phagesdb
wasp,mycobacterium smegmatis,,,,1,phagesdb
wassil,gordonia terrae,,,,1,phagesdb
waste9,gordonia terrae,,,,1,phagesdb
watchmen,mycobacterium smegmatis,,,,1,phagesdb
water19,gordonia terrae,,,,1,phagesdb
waterbottle,arthrobacter globiformis,,,,1,phagesdb
waterboy,microbacterium foliorum,,,,1,phagesdb
waterdiva,mycobacterium smegmatis,MH779516,,,1,phagesdb
waterfall,streptomyces griseus,,,,1,phagesdb
waterfoul,mycobacterium smegmatis,KX585251,,,1,phagesdb
waterheater,streptomyces sanglieri,,,,1,phagesdb
waterlily,microbacterium foliorum,,,,1,phagesdb
watermelon,mycobacterium smegmatis,MN585985,,,1,phagesdb
watermelon1,mycobacterium smegmatis,,,,1,phagesdb
watermelon48,arthrobacter sp.,,,,1,phagesdb
watermelonlove,mycobacterium smegmatis,,,,1,phagesdb
watermoore,streptomyces lividans,OR553908,,,1,phagesdb
waterpancake,mycobacterium smegmatis,,,,1,phagesdb
watersedge,mycobacterium smegmatis,,,,1,phagesdb
waterseven,mycobacterium smegmatis,,,,1,phagesdb
watert,microbacterium paraoxydans,MN096357,,,1,phagesdb
watson,mycobacterium smegmatis,KX664448,,,1,phagesdb
watussixd,mycobacterium smegmatis,,,,1,phagesdb
wave,mycobacterium smegmatis,,,,1,phagesdb
wavecheck,microbacterium foliorum,,,,1,phagesdb
wavelength,gordonia terrae,,,,1,phagesdb
wavemenace,microbacterium foliorum,,,,1,phagesdb
waverley,gordonia terrae,,,,1,phagesdb
waves,mycobacterium smegmatis,,,,1,phagesdb
wavicle,mycobacterium smegmatis,,,,1,phagesdb
wawa,arthrobacter sp.,MK279892,,,1,phagesdb
wawachicken,microbacterium foliorum,,,,1,phagesdb
wawafries,mycobacterium smegmatis,,,,1,phagesdb
wawapretzel23,microbacterium foliorum,,,,1,phagesdb
waygie,mycobacterium smegmatis,,,,1,phagesdb
waylett,microbacterium foliorum,,,,1,phagesdb
waylon,arthrobacter globiformis,,,,1,phagesdb
wayne,arthrobacter sp.,KU160672,,,1,phagesdb
wayne3,microbacterium foliorum,OR253919,,,1,phagesdb
wayno,mycobacterium smegmatis,,,,1,phagesdb
wayward,mycobacterium smegmatis,,,,1,phagesdb
wazowski,microbacterium foliorum,,,,1,phagesdb
wazowski1,mycobacterium smegmatis,,,,1,phagesdb
wazzu,mycobacterium smegmatis,,,,1,phagesdb
wazzup,mycobacterium smegmatis,,,,1,phagesdb
wc1,rhodococcus erythropolis,,,,1,phagesdb
wdonaldw,mycobacterium smegmatis,,,,1,phagesdb
weah,microbacterium foliorum,,,,1,phagesdb
weakling,microbacterium foliorum,,,,1,phagesdb
wealthy,mycobacterium smegmatis,,,,1,phagesdb
wean,microbacterium foliorum,,,,1,phagesdb
wearegroot,mycobacterium smegmatis,,,,1,phagesdb
weasel,mycobacterium smegmatis,,,,1,phagesdb
weaselnut,mycobacterium smegmatis,,,,1,phagesdb
weaselpet,mycobacterium smegmatis,,,,1,phagesdb
weasels2,rhodococcus erythropolis,KX774321,,,1,phagesdb
weasley,mycobacterium smegmatis,,,,1,phagesdb
weast,mycobacterium smegmatis,,,,1,phagesdb
weaver,mycobacterium smegmatis,,,,1,phagesdb
web47,mycobacterium smegmatis,,,,1,phagesdb
webbedpopsicle,microbacterium foliorum,,,,1,phagesdb
webber,arthrobacter globiformis,,,,1,phagesdb
webber1,mycobacterium smegmatis,,,,1,phagesdb
webbington,gordonia terrae,,,,1,phagesdb
webby23,microbacterium foliorum,,,,1,phagesdb
webbyte,microbacterium foliorum,,,,1,phagesdb
webslinger,mycobacterium smegmatis,,,,1,phagesdb
webster,mycobacterium smegmatis,,,,1,phagesdb
webster2,mycobacterium smegmatis,MT657330,,,1,phagesdb
wedalia,arthrobacter sp.,,,,1,phagesdb
weddingmario,microbacterium foliorum,,,,1,phagesdb
wedge,microbacterium foliorum,,,,1,phagesdb
wednesday,microbacterium foliorum,,,,1,phagesdb
wee,mycobacterium smegmatis,HQ728524,,,1,phagesdb
weebeastie,microbacterium foliorum,,,,1,phagesdb
weedeater,mycobacterium smegmatis,,,,1,phagesdb
weedle,mycobacterium smegmatis,,,,1,phagesdb
weedy,mycobacterium smegmatis,,,,1,phagesdb
weegee,arthrobacter sp.,,,,1,phagesdb
weej,mycobacterium smegmatis,,,,1,phagesdb
weema,mycobacterium smegmatis,,,,1,phagesdb
weeman,mycobacterium smegmatis,,,,1,phagesdb
weenator,mycobacterium smegmatis,,,,1,phagesdb
weeple,microbacterium foliorum,,,,1,phagesdb
weesawayualum,streptomyces mirabilis,,,,1,phagesdb
weezer,gordonia terrae,,,,1,phagesdb
weezy,mycobacterium smegmatis,,,,1,phagesdb
wehavea2319,mycobacterium smegmatis,,,,1,phagesdb
weher20,mycobacterium smegmatis,MZ681520,,,1,phagesdb
wei105,gordonia terrae,,,,1,phagesdb
weihuada,mycobacterium smegmatis,,,,1,phagesdb
weiler,microbacterium foliorum,,,,1,phagesdb
weinerdog,mycobacterium smegmatis,,,,1,phagesdb
weinerdog10,mycobacterium smegmatis,,,,1,phagesdb
weird,mycobacterium smegmatis,,,,1,phagesdb
weirdal,microbacterium foliorum,,,,1,phagesdb
weirdflexbutok,streptomyces platensis,,,,1,phagesdb
weirdo,mycobacterium smegmatis,,,,1,phagesdb
weirdo19,mycobacterium smegmatis,MN103533,,,1,phagesdb
weirdwilly,mycobacterium smegmatis,,,,1,phagesdb
weirinne,streptomyces mirabilis,,,,1,phagesdb
weiss13,mycobacterium smegmatis,KT591076,,,1,phagesdb
weitogo,mycobacterium smegmatis,,,,1,phagesdb
welch,mycobacterium smegmatis,,,,1,phagesdb
welches,microbacterium foliorum,,,,1,phagesdb
welcome,microbacterium foliorum,MZ456035,,,1,phagesdb
welcomeayanna,gordonia terrae,MK875793,,,1,phagesdb
wellington,mycobacterium smegmatis,,,,1,phagesdb
wellmax,mycobacterium smegmatis,,,,1,phagesdb
wellnox,mycobacterium smegmatis,,,,1,phagesdb
wellsphargo,microbacterium foliorum,,,,1,phagesdb
welly,microbacterium paraoxydans,,,,1,phagesdb
welsh,mycobacterium smegmatis,,,,1,phagesdb
wendell,mycobacterium smegmatis,,,,1,phagesdb
wenderry,arthrobacter globiformis,,,,1,phagesdb
wendigo,mycobacterium smegmatis,,,,1,phagesdb
wendy,mycobacterium smegmatis,,,,1,phagesdb
wendybird,mycobacterium smegmatis,,,,1,phagesdb
wendys,mycobacterium smegmatis,,,,1,phagesdb
wengong,mycobacterium smegmatis,,,,1,phagesdb
wenta16,mycobacterium smegmatis,,,,1,phagesdb
wentao,mycobacterium smegmatis,,,,1,phagesdb
wentley,streptomyces griseus,,,,1,phagesdb
wentworth,streptomyces griseus,MH019216,,,1,phagesdb
wentz,mycobacterium smegmatis,,,,1,phagesdb
wentzsylvania,gordonia terrae,,,,1,phagesdb
wentzylvania,microbacterium foliorum,,,,1,phagesdb
wenvia,microbacterium foliorum,,,,1,phagesdb
werjonira,mycobacterium smegmatis,,,,1,phagesdb
werner,streptomyces lividans,MW435856,,,1,phagesdb
werth,arthrobacter globiformis,,,,1,phagesdb
wertz3000,gordonia terrae,,,,1,phagesdb
wesak,microbacterium foliorum,MN369747,,,1,phagesdb
wesch,microbacterium foliorum,,,,1,phagesdb
wesing,microbacterium paraoxydans,,,,1,phagesdb
wesker,mycobacterium smegmatis,,,,1,phagesdb
wessybear,gordonia rubripertincta,,,,1,phagesdb
west99,mycobacterium smegmatis,MN428049,,,1,phagesdb
westbrick,microbacterium foliorum,,,,1,phagesdb
westbrook,microbacterium foliorum,,,,1,phagesdb
westcedar,arthrobacter globiformis,,,,1,phagesdb
westcoasters,mycobacterium smegmatis,,,,1,phagesdb
westenberg78,microbacterium foliorum,,,,1,phagesdb
westerlin,arthrobacter sp.,,,,1,phagesdb
westfl,microbacterium foliorum,,,,1,phagesdb
westgrace,microbacterium foliorum,,,,1,phagesdb
westhall,streptomyces xanthochromogenes,,,,1,phagesdb
westlake,microbacterium foliorum,,,,1,phagesdb
westley,arthrobacter sp.,,,,1,phagesdb
westminster,microbacterium foliorum,,,,1,phagesdb
westonandsam,microbacterium foliorum,,,,1,phagesdb
westover,gordonia terrae,,,,1,phagesdb
westphalia,mycobacterium smegmatis,,,,1,phagesdb
westpm,microbacterium foliorum,PP978895,,,1,phagesdb
westport,microbacterium foliorum,,,,1,phagesdb
westrich,arthrobacter globiformis,,,,1,phagesdb
westsidestory,microbacterium foliorum,,,,1,phagesdb
westwhitaker,mycobacterium smegmatis,,,,1,phagesdb
westy,streptomyces sanglieri,PV915885,,,1,phagesdb
westy11,streptomyces scabiei,,,,1,phagesdb
