phage,host,accession,cluster,subcluster,label,source
wetballer,mycobacterium smegmatis,,,,1,phagesdb
wetconcrete,mycobacterium smegmatis,,,,1,phagesdb
wetill,mycobacterium smegmatis,,,,1,phagesdb
wetroot,microbacterium foliorum,,,,1,phagesdb
wetsock,gordonia terrae,,,,1,phagesdb
wetwheatbread,mycobacterium smegmatis,,,,1,phagesdb
wexama,mycobacterium smegmatis,,,,1,phagesdb
wgph,mycobacterium smegmatis,,,,1,phagesdb
wgreen,mycobacterium smegmatis,,,,1,phagesdb
whabigail7,mycobacterium smegmatis,MK524491,,,1,phagesdb
whack,rhodococcus erythropolis,MK967393,,,1,phagesdb
whackapan,arthrobacter globiformis,,,,1,phagesdb
whackusbonkus,gordonia terrae,,,,1,phagesdb
whale,mycobacterium smegmatis,,,,1,phagesdb
whalefall,mycobacterium smegmatis,,,,1,phagesdb
wham,gordonia rubripertincta,,,,1,phagesdb
whambfin,microbacterium foliorum,,,,1,phagesdb
whamtron,microbacterium foliorum,,,,1,phagesdb
whartonwinner,mycobacterium smegmatis,,,,1,phagesdb
whataburger,microbacterium foliorum,,,,1,phagesdb
whataguy,mycobacterium smegmatis,,,,1,phagesdb
whatchamacalit,microbacterium foliorum,,,,1,phagesdb
whatever,streptomyces lividans,MN284899,,,1,phagesdb
whatsapiecost,mycobacterium smegmatis,ON526976,,,1,phagesdb
whatsburning,microbacterium foliorum,,,,1,phagesdb
whatzittooya,gordonia terrae,,,,1,phagesdb
wheat108,mycobacterium smegmatis,,,,1,phagesdb
wheatberry18,mycobacterium smegmatis,,,,1,phagesdb
wheatthin,gordonia terrae,MK279893,,,1,phagesdb
wheeheim,streptomyces scabiei,MK305890,,,1,phagesdb
wheelbite,arthrobacter sp.,MF140434,,,1,phagesdb
wheeler,mycobacterium smegmatis,KF416340,,,1,phagesdb
wheeler843,gordonia terrae,,,,1,phagesdb
wheelera,arthrobacter globiformis,,,,1,phagesdb
wheelera1,microbacterium foliorum,,,,1,phagesdb
wheelers25,microbacterium foliorum,,,,1,phagesdb
wheelie,microbacterium foliorum,OP068332,,,1,phagesdb
wheels,microbacterium foliorum,,,,1,phagesdb
wheelspill,microbacterium foliorum,,,,1,phagesdb
wheesht,microbacterium foliorum,,,,1,phagesdb
wheetthin,mycobacterium smegmatis,,,,1,phagesdb
wheezy,gordonia terrae,OR475262,,,1,phagesdb
whellow,microbacterium foliorum,,,,1,phagesdb
whenindoubt,mycobacterium smegmatis,,,,1,phagesdb
whereiswaldo,mycobacterium smegmatis,,,,1,phagesdb
whereru,streptomyces lividans,PP978780,,,1,phagesdb
whim,mycobacterium smegmatis,,,,1,phagesdb
whimpski1,mycobacterium smegmatis,,,,1,phagesdb
whimsy,microbacterium foliorum,,,,1,phagesdb
whiny,gordonia terrae,,,,1,phagesdb
whiplash,mycobacterium smegmatis,,,,1,phagesdb
whippersnapper,microbacterium paraoxydans,,,,1,phagesdb
whippet,mycobacterium smegmatis,,,,1,phagesdb
whirleybug,mycobacterium smegmatis,,,,1,phagesdb
whirlwind,mycobacterium smegmatis,KF024725,,,1,phagesdb
whiskers,mycobacterium smegmatis,,,,1,phagesdb
whisky,microbacterium foliorum,,,,1,phagesdb
whisper,mycobacterium smegmatis,,,,1,phagesdb
whistledown,gordonia terrae,,,,1,phagesdb
whit2,microbacterium foliorum,,,,1,phagesdb
whitaker,arthrobacter sp.,,,,1,phagesdb
white,microbacterium foliorum,,,,1,phagesdb
whiteangel,mycobacterium smegmatis,,,,1,phagesdb
whitebat,mycobacterium smegmatis,,,,1,phagesdb
whitechocolate,mycobacterium smegmatis,,,,1,phagesdb
whiteclaw,gordonia terrae,MW507130,,,1,phagesdb
whitecloud,mycobacterium smegmatis,,,,1,phagesdb
whitegreen,arthrobacter sp.,,,,1,phagesdb
whitelightning,mycobacterium smegmatis,,,,1,phagesdb
whiteonion,mycobacterium smegmatis,,,,1,phagesdb
whitepine,microbacterium foliorum,,,,1,phagesdb
whiterhino,microbacterium foliorum,,,,1,phagesdb
whitesquirrel,mycobacterium smegmatis,,,,1,phagesdb
whitetail,mycobacterium smegmatis,,,,1,phagesdb
whitetiger,mycobacterium smegmatis,,,,1,phagesdb
whitewhale,mycobacterium smegmatis,,,,1,phagesdb
whitewizard,mycobacterium smegmatis,,,,1,phagesdb
whitly,mycobacterium smegmatis,,,,1,phagesdb
whitney,gordonia terrae,MZ747510,,,1,phagesdb
whitspit,mycobacterium smegmatis,,,,1,phagesdb
whitty,mycobacterium smegmatis,MN735432,,,1,phagesdb
whoopi,mycobacterium smegmatis,,,,1,phagesdb
whoops,mycobacterium smegmatis,,,,1,phagesdb
whoopsie,microbacterium paraoxydans,,,,1,phagesdb
whoot,microbacterium foliorum,,,,1,phagesdb
whopper,microbacterium foliorum,,,,1,phagesdb
whosemanz,gordonia terrae,MK376954,,,1,phagesdb
whouxphf,mycobacterium smegmatis,MK016504,,,1,phagesdb
whygee,gordonia terrae,,,,1,phagesdb
whytu,arthrobacter globiformis,MT024870,,,1,phagesdb
whyzach,mycobacterium smegmatis,,,,1,phagesdb
wichu,mycobacterium smegmatis,,,,1,phagesdb
wicked,streptomyces griseofuscus,,,,1,phagesdb
wickedpie,gordonia terrae,,,,1,phagesdb
widewale,mycobacterium smegmatis,MK967395,,,1,phagesdb
widget,mycobacterium smegmatis,,,,1,phagesdb
widow,gordonia terrae,ON456352,,,1,phagesdb
wienland,microbacterium foliorum,,,,1,phagesdb
wifi,mycobacterium smegmatis,,,,1,phagesdb
wigberry,streptomyces lividans,,,,1,phagesdb
wiggin,mycobacterium smegmatis,MZ622157,,,1,phagesdb
wiggins,mycobacterium smegmatis,,,,1,phagesdb
wiggle,gordonia rubripertincta,,,,1,phagesdb
wiggleboi,mycobacterium smegmatis,,,,1,phagesdb
wiggledon,microbacterium foliorum,,,,1,phagesdb
wigglesworth,microbacterium foliorum,,,,1,phagesdb
wigglewiggle,mycobacterium smegmatis,MK937600,,,1,phagesdb
wiggleworm,mycobacterium smegmatis,,,,1,phagesdb
wigglez,mycobacterium smegmatis,,,,1,phagesdb
wiggly,mycobacterium smegmatis,,,,1,phagesdb
wigglyp,arthrobacter globiformis,,,,1,phagesdb
wigglyw,mycobacterium smegmatis,,,,1,phagesdb
wigglyworm,mycobacterium smegmatis,,,,1,phagesdb
wiggs,streptomyces viridochromogenes,,,,1,phagesdb
wiks,mycobacterium smegmatis,MF668288,,,1,phagesdb
wilasm,mycobacterium smegmatis,,,,1,phagesdb
wilber,mycobacterium smegmatis,,,,1,phagesdb
wilber2,microbacterium foliorum,,,,1,phagesdb
wilbur,mycobacterium smegmatis,KX458236,,,1,phagesdb
wilbur05,streptomyces platensis,,,,1,phagesdb
wilbur32,mycobacterium smegmatis,,,,1,phagesdb
wilbur38,mycobacterium smegmatis,,,,1,phagesdb
wilburbuddy,mycobacterium smegmatis,,,,1,phagesdb
wilca,microbacterium foliorum,PV251867,,,1,phagesdb
wildazalea,microbacterium foliorum,,,,1,phagesdb
wildberry,microbacterium foliorum,,,,1,phagesdb
wildbill,mycobacterium smegmatis,,,,1,phagesdb
wildcat,mycobacterium smegmatis,DQ398052,,,1,phagesdb
wildcat24,gordonia terrae,,,,1,phagesdb
wilde,arthrobacter sp.,KU160673,,,1,phagesdb
wildebeest,microbacterium foliorum,,,,1,phagesdb
wilder,mycobacterium smegmatis,KX580962,,,1,phagesdb
wildfire,gordonia terrae,,,,1,phagesdb
wildflower,mycobacterium smegmatis,PP763603,,,1,phagesdb
wildfrank,streptomyces platensis,,,,1,phagesdb
wildnout,microbacterium foliorum,MW435859,,,1,phagesdb
wildphat,mycobacterium smegmatis,,,,1,phagesdb
wildwest,arthrobacter atrocyaneus,OR521060,,,1,phagesdb
wildwood,mycobacterium smegmatis,,,,1,phagesdb
wile,mycobacterium smegmatis,JN243857,,,1,phagesdb
wileecoyote,arthrobacter globiformis,,,,1,phagesdb
wileye,arthrobacter globiformis,,,,1,phagesdb
wileyj,microbacterium foliorum,,,,1,phagesdb
wileyjr,arthrobacter globiformis,,,,1,phagesdb
wileywoods,mycobacterium smegmatis,,,,1,phagesdb
wilford,microbacterium foliorum,,,,1,phagesdb
wilfred,mycobacterium smegmatis,,,,1,phagesdb
wilfredo,mycobacterium smegmatis,,,,1,phagesdb
wilhelm,mycobacterium smegmatis,,,,1,phagesdb
wilhelmina,mycobacterium smegmatis,,,,1,phagesdb
wilie,mycobacterium smegmatis,,,,1,phagesdb
wilkes,mycobacterium smegmatis,,,,1,phagesdb
wilkins,mycobacterium smegmatis,MG099951,,,1,phagesdb
wilkos,streptomyces avermitilis,,,,1,phagesdb
will,mycobacterium smegmatis,,,,1,phagesdb
willa,mycobacterium smegmatis,,,,1,phagesdb
willard,mycobacterium smegmatis,,,,1,phagesdb
willbill,microbacterium foliorum,,,,1,phagesdb
willenium,microbacterium foliorum,,,,1,phagesdb
willez,mycobacterium smegmatis,MF919540,,,1,phagesdb
william,gordonia terrae,MK801721,,,1,phagesdb
williambobjoe,mycobacterium smegmatis,,,,1,phagesdb
williamboone,gordonia terrae,MK376956,,,1,phagesdb
williamnye,gordonia terrae,,,,1,phagesdb
williams,mycobacterium smegmatis,,,,1,phagesdb
williamstrong,microbacterium paraoxydans,MZ355727,,,1,phagesdb
willica,mycobacterium smegmatis,,,,1,phagesdb
williestream,gordonia terrae,,,,1,phagesdb
williew,microbacterium foliorum,,,,1,phagesdb
willis,mycobacterium smegmatis,KJ595575,,,1,phagesdb
willisbillis,mycobacterium smegmatis,,,,1,phagesdb
willlitchfield,mycobacterium smegmatis,,,,1,phagesdb
willmonirium,microbacterium foliorum,,,,1,phagesdb
willow,mycobacterium smegmatis,,,,1,phagesdb
willow03,mycobacterium smegmatis,,,,1,phagesdb
willow20,microbacterium foliorum,,,,1,phagesdb
willowy27,arthrobacter globiformis,,,,1,phagesdb
willsammy,mycobacterium smegmatis,MT024866,,,1,phagesdb
willson,mycobacterium smegmatis,,,,1,phagesdb
willsterrel,mycobacterium smegmatis,KX576644,,,1,phagesdb
willy,mycobacterium smegmatis,,,,1,phagesdb
willywonka,mycobacterium smegmatis,,,,1,phagesdb
willywyndham,gordonia rubripertincta,,,,1,phagesdb
wilma,mycobacterium smegmatis,,,,1,phagesdb
wilmax,gordonia terrae,,,,1,phagesdb
wilmo,mycobacterium smegmatis,,,,1,phagesdb
wilota,mycobacterium smegmatis,,,,1,phagesdb
wilshire,mycobacterium smegmatis,,,,1,phagesdb
wilson,mycobacterium smegmatis,,,,1,phagesdb
wilson2013,mycobacterium smegmatis,,,,1,phagesdb
wilsonfish,microbacterium foliorum,,,,1,phagesdb
wilsonjr,mycobacterium smegmatis,,,,1,phagesdb
wimallow,mycobacterium smegmatis,,,,1,phagesdb
wimbledon,mycobacterium smegmatis,,,,1,phagesdb
wimcarr,mycobacterium smegmatis,,,,1,phagesdb
wimpy,mycobacterium smegmatis,,,,1,phagesdb
wimpyphd,mycobacterium smegmatis,,,,1,phagesdb
winchester,mycobacterium smegmatis,,,,1,phagesdb
winchester007,microbacterium foliorum,,,,1,phagesdb
wind,mycobacterium smegmatis,,,,1,phagesdb
windest,arthrobacter globiformis,PV876971,,,1,phagesdb
windhelm,microbacterium foliorum,,,,1,phagesdb
windian16,mycobacterium smegmatis,,,,1,phagesdb
windmill,microbacterium foliorum,,,,1,phagesdb
window,arthrobacter globiformis,,,,1,phagesdb
windsor,mycobacterium smegmatis,MT952849,,,1,phagesdb
windsor21,mycobacterium smegmatis,,,,1,phagesdb
windu,gordonia rubripertincta,,,,1,phagesdb
windykite,mycobacterium smegmatis,,,,1,phagesdb
windymay,arthrobacter globiformis,,,,1,phagesdb
winellie,arthrobacter globiformis,,,,1,phagesdb
wingedcherub,streptomyces baarnensis,,,,1,phagesdb
winget,mycobacterium smegmatis,MW712737,,,1,phagesdb
winifred,streptomyces platensis,,,,1,phagesdb
winknick,gordonia rubripertincta,ON260830,,,1,phagesdb
winky,mycobacterium smegmatis,KC661276,,,1,phagesdb
winkydog,streptomyces scabiei,,,,1,phagesdb
winndixie,streptomyces griseus,,,,1,phagesdb
winner,gordonia terrae,,,,1,phagesdb
winnie,mycobacterium smegmatis,,,,1,phagesdb
winnieb,microbacterium foliorum,,,,1,phagesdb
winnielou,microbacterium foliorum,,,,1,phagesdb
winniepooh,arthrobacter globiformis,,,,1,phagesdb
winnieston,gordonia rubripertincta,,,,1,phagesdb
winnlet,mycobacterium smegmatis,,,,1,phagesdb
winona,microbacterium foliorum,,,,1,phagesdb
winseler,arthrobacter globiformis,,,,1,phagesdb
winslow,streptomyces lividans,,,,1,phagesdb
winstar,streptomyces lividans,,,,1,phagesdb
winston,mycobacterium smegmatis,,,,1,phagesdb
winstonkoa,microbacterium foliorum,,,,1,phagesdb
winstonpasyan,mycobacterium smegmatis,,,,1,phagesdb
winter,microbacterium foliorum,,,,1,phagesdb
winterberry,mycobacterium smegmatis,,,,1,phagesdb
winteriscoming,mycobacterium smegmatis,,,,1,phagesdb
winterivy,mycobacterium smegmatis,,,,1,phagesdb
winterknight,microbacterium foliorum,,,,1,phagesdb
wintermute,mycobacterium smegmatis,MF140435,,,1,phagesdb
winterpark,mycobacterium smegmatis,,,,1,phagesdb
wintersquash,streptomyces avermitilis,,,,1,phagesdb
winterstorm,microbacterium foliorum,,,,1,phagesdb
wintertree,microbacterium foliorum,,,,1,phagesdb
winton,mycobacterium smegmatis,,,,1,phagesdb
wintry,mycobacterium smegmatis,,,,1,phagesdb
winx,microbacterium foliorum,,,,1,phagesdb
winzig,mycobacterium smegmatis,,,,1,phagesdb
winzigespinne,microbacterium foliorum,MT986027,,,1,phagesdb
wipeout,streptomyces griseus,MN484599,,,1,phagesdb
wirachocha,gordonia terrae,,,,1,phagesdb
wirewoods,mycobacterium smegmatis,,,,1,phagesdb
wisdom,mycobacterium smegmatis,,,,1,phagesdb
wiseau,microbacterium foliorum,,,,1,phagesdb
wish,microbacterium foliorum,,,,1,phagesdb
wish1715,mycobacterium smegmatis,,,,1,phagesdb
wishbone,microbacterium foliorum,,,,1,phagesdb
wisher,microbacterium foliorum,,,,1,phagesdb
wishmaker,mycobacterium smegmatis,PP208933,,,1,phagesdb
wisp,gordonia terrae,,,,1,phagesdb
wispy,arthrobacter globiformis,,,,1,phagesdb
wispythorns,arthrobacter globiformis,,,,1,phagesdb
witch,microbacterium foliorum,ON755182,,,1,phagesdb
withdrawal,mycobacterium smegmatis,,,,1,phagesdb
witik,arthrobacter globiformis,,,,1,phagesdb
wivia,mycobacterium smegmatis,,,,1,phagesdb
wivsmall,mycobacterium smegmatis,KC736071,,,1,phagesdb
wizard,gordonia terrae,KU998234,,,1,phagesdb
wizard007,mycobacterium smegmatis,MH727563,,,1,phagesdb
wizardfromoz,gordonia terrae,,,,1,phagesdb
wizkid,mycobacterium smegmatis,,,,1,phagesdb
wizkid1,mycobacterium smegmatis,,,,1,phagesdb
wizzle,mycobacterium smegmatis,,,,1,phagesdb
wizzo,propionibacterium acnes,KR337646,,,1,phagesdb
wizzy,gordonia rubripertincta,,,,1,phagesdb
woahnellie,mycobacterium smegmatis,,,,1,phagesdb
woat22,mycobacterium smegmatis,,,,1,phagesdb
wobbe,arthrobacter globiformis,,,,1,phagesdb
wobble,mycobacterium smegmatis,,,,1,phagesdb
wobbuphett,arthrobacter globiformis,,,,1,phagesdb
wocket,gordonia terrae,MN585963,,,1,phagesdb
woda,microbacterium foliorum,,,,1,phagesdb
wods,mycobacterium smegmatis,,,,1,phagesdb
woerz,mycobacterium smegmatis,,,,1,phagesdb
woes,gordonia terrae,KU998240,,,1,phagesdb
wofford,streptomyces griseus,MH576968,,,1,phagesdb
wogge42,mycobacterium smegmatis,,,,1,phagesdb
wojtek,gordonia rubripertincta,OL455890,,,1,phagesdb
wolfang,mycobacterium smegmatis,,,,1,phagesdb
wolffys,microbacterium foliorum,,,,1,phagesdb
wolfgang,mycobacterium smegmatis,,,,1,phagesdb
wolfgang6933,mycobacterium smegmatis,,,,1,phagesdb
wolfhounds,microbacterium foliorum,,,,1,phagesdb
wolfinte,arthrobacter globiformis,,,,1,phagesdb
wolfpack,microbacterium foliorum,MW507127,,,1,phagesdb
wolfstar,microbacterium paraoxydans,PQ114749,,,1,phagesdb
wolfthorn,mycobacterium smegmatis,,,,1,phagesdb
wolfwood,gordonia rubripertincta,,,,1,phagesdb
wollypog,arthrobacter globiformis,MW055913,,,1,phagesdb
wolpertinger,mycobacterium smegmatis,,,,1,phagesdb
wolphred,mycobacterium smegmatis,,,,1,phagesdb
wolverine,mycobacterium smegmatis,,,,1,phagesdb
wombat,streptomyces griseus,,,,1,phagesdb
womblerr,microbacterium foliorum,,,,1,phagesdb
wompwomp,microbacterium foliorum,,,,1,phagesdb
wonder,mycobacterium smegmatis,HM755814,,,1,phagesdb
wonderboy,arthrobacter sp.,OR159670,,,1,phagesdb
wonderer,mycobacterium smegmatis,,,,1,phagesdb
wonderfalls,mycobacterium smegmatis,,,,1,phagesdb
wonderland,arthrobacter globiformis,,,,1,phagesdb
wondernurse,mycobacterium smegmatis,,,,1,phagesdb
wonderofyou,microbacterium foliorum,,,,1,phagesdb
wonderow,mycobacterium smegmatis,,,,1,phagesdb
wonderwoman,mycobacterium smegmatis,,,,1,phagesdb
wonderwoman77,mycobacterium smegmatis,,,,1,phagesdb
wonho,streptomyces platensis,,,,1,phagesdb
wonka,gordonia rubripertincta,,,,1,phagesdb
wonkus,arthrobacter pascens,,,,1,phagesdb
wonky,mycobacterium smegmatis,,,,1,phagesdb
wonton,microbacterium foliorum,,,,1,phagesdb
woo42,microbacterium foliorum,,,,1,phagesdb
woodbury,mycobacterium smegmatis,,,,1,phagesdb
woodc,microbacterium foliorum,,,,1,phagesdb
woodchip,mycobacterium smegmatis,,,,1,phagesdb
woodington,mycobacterium smegmatis,,,,1,phagesdb
woodlandfairy,microbacterium foliorum,,,,1,phagesdb
woodpecker,mycobacterium smegmatis,,,,1,phagesdb
woodsen,microbacterium foliorum,,,,1,phagesdb
woodshoe,mycobacterium smegmatis,,,,1,phagesdb
woodstock,gordonia rubripertincta,,,,1,phagesdb
woody,mycobacterium smegmatis,,,,1,phagesdb
woof,mycobacterium smegmatis,,,,1,phagesdb
woofy,microbacterium foliorum,,,,1,phagesdb
woogie,mycobacterium smegmatis,,,,1,phagesdb
wooglin1839,gordonia terrae,,,,1,phagesdb
wooguy,microbacterium foliorum,,,,1,phagesdb
woohoo,gordonia terrae,,,,1,phagesdb
wookie,mycobacterium smegmatis,,,,1,phagesdb
wooldri,mycobacterium smegmatis,KT381277,,,1,phagesdb
woollen,microbacterium foliorum,,,,1,phagesdb
woollymanfred,microbacterium foliorum,,,,1,phagesdb
wooltie,mycobacterium smegmatis,,,,1,phagesdb
wooper,gordonia rubripertincta,OP910132,,,1,phagesdb
woopthereitis,microbacterium foliorum,,,,1,phagesdb
woorations,microbacterium foliorum,,,,1,phagesdb
wooster,mycobacterium smegmatis,,,,1,phagesdb
woosun,mycobacterium smegmatis,,,,1,phagesdb
wootiejr,mycobacterium smegmatis,,,,1,phagesdb
woozle13,mycobacterium smegmatis,,,,1,phagesdb
worcestershire,gordonia rubripertincta,,,,1,phagesdb
worde305,mycobacterium smegmatis,,,,1,phagesdb
wordle,microbacterium foliorum,,,,1,phagesdb
worf,curtobacterium flaccumfaciens,,,,1,phagesdb
worldchangers,arthrobacter globiformis,,,,1,phagesdb
worldcup,mycobacterium smegmatis,,,,1,phagesdb
worldeater,mycobacterium smegmatis,,,,1,phagesdb
worm,mycobacterium smegmatis,,,,1,phagesdb
wormanic,microbacterium foliorum,,,,1,phagesdb
wormels,mycobacterium smegmatis,,,,1,phagesdb
wormeye,mycobacterium smegmatis,,,,1,phagesdb
wormmas,gordonia rubripertincta,,,,1,phagesdb
wormrider16,gordonia terrae,,,,1,phagesdb
wormtown,microbacterium foliorum,,,,1,phagesdb
wormy,gordonia terrae,,,,1,phagesdb
wormywilma,microbacterium foliorum,,,,1,phagesdb
worthit,arthrobacter globiformis,,,,1,phagesdb
wossen,microbacterium foliorum,,,,1,phagesdb
wrackline,microbacterium sp.,PV876983,,,1,phagesdb
wraith,streptomyces platensis,,,,1,phagesdb
wrangler,mycobacterium smegmatis,,,,1,phagesdb
wrastor,arthrobacter sp.,,,,1,phagesdb
wrath,arthrobacter globiformis,,,,1,phagesdb
wreaked,mycobacterium smegmatis,,,,1,phagesdb
wreckingball,mycobacterium smegmatis,,,,1,phagesdb
wreckitralph,mycobacterium smegmatis,,,,1,phagesdb
wren,microbacterium foliorum,,,,1,phagesdb
wrench,mycobacterium smegmatis,,,,1,phagesdb
wright,mycobacterium smegmatis,,,,1,phagesdb
wright7,microbacterium foliorum,,,,1,phagesdb
wrighton,streptomyces viridochromogenes,MG515223,,,1,phagesdb
wrigley,gordonia terrae,ON108651,,,1,phagesdb
wrigleyivy,mycobacterium smegmatis,,,,1,phagesdb
wripplez,arthrobacter globiformis,,,,1,phagesdb
wrobelprize,mycobacterium smegmatis,,,,1,phagesdb
wsbphenom,mycobacterium smegmatis,,,,1,phagesdb
wst1,mycobacterium smegmatis,PV574450.2,,,1,phagesdb
wsucougs,microbacterium foliorum,,,,1,phagesdb
wubbos,microbacterium foliorum,,,,1,phagesdb
wubbzy,microbacterium foliorum,,,,1,phagesdb
wuhan,mycobacterium smegmatis,,,,1,phagesdb
wumbo,mycobacterium smegmatis,,,,1,phagesdb
wumbology,mycobacterium smegmatis,,,,1,phagesdb
wump,microbacterium foliorum,,,,1,phagesdb
wunderlich,mycobacterium smegmatis,,,,1,phagesdb
wunderphul,mycobacterium smegmatis,MG099952,,,1,phagesdb
wurgo,mycobacterium smegmatis,,,,1,phagesdb
wushufan96,mycobacterium smegmatis,,,,1,phagesdb
wutangclan,mycobacterium smegmatis,,,,1,phagesdb
wuthering,mycobacterium smegmatis,,,,1,phagesdb
wyatt,mycobacterium smegmatis,,,,1,phagesdb
wyatt2,mycobacterium smegmatis,MN586018,,,1,phagesdb
wybie,mycobacterium smegmatis,,,,1,phagesdb
wyborn,arthrobacter globiformis,OR475274,,,1,phagesdb
wydent,mycobacterium smegmatis,,,,1,phagesdb
wylderness,arthrobacter globiformis,,,,1,phagesdb
wylie99,microbacterium paraoxydans,,,,1,phagesdb
wynn4,microbacterium foliorum,,,,1,phagesdb
wynndos,mycobacterium smegmatis,,,,1,phagesdb
wynnmoney2,mycobacterium smegmatis,,,,1,phagesdb
wynonah,mycobacterium smegmatis,,,,1,phagesdb
wyran,mycobacterium smegmatis,,,,1,phagesdb
wyth,arthrobacter sp.,,,,1,phagesdb
wyvern,microbacterium paraoxydans,PV467703,,,1,phagesdb
xaja,mycobacterium smegmatis,,,,1,phagesdb
xalem13,mycobacterium smegmatis,,,,1,phagesdb
xana,mycobacterium smegmatis,,,,1,phagesdb
xander,mycobacterium smegmatis,,,,1,phagesdb
xandera,mycobacterium smegmatis,,,,1,phagesdb
xandras,mycobacterium smegmatis,PP750962,,,1,phagesdb
xanthippeus,mycobacterium smegmatis,,,,1,phagesdb
xavi,mycobacterium smegmatis,,,,1,phagesdb
xavia,mycobacterium smegmatis,MH230879,,,1,phagesdb
xavier,mycobacterium smegmatis,MG944225,,,1,phagesdb
xavier1907,gordonia terrae,,,,1,phagesdb
xavierism,mycobacterium smegmatis,,,,1,phagesdb
xeba,mycobacterium smegmatis,,,,1,phagesdb
xebius,microbacterium foliorum,,,,1,phagesdb
xeida,mycobacterium smegmatis,,,,1,phagesdb
xela15,mycobacterium smegmatis,,,,1,phagesdb
xena,mycobacterium smegmatis,MK875799,,,1,phagesdb
xena97,mycobacterium smegmatis,,,,1,phagesdb
xenia2,gordonia rubripertincta,PP725409,,,1,phagesdb
xeno,mycobacterium smegmatis,KU935728,,,1,phagesdb
xenoajax,mycobacterium smegmatis,,,,1,phagesdb
xenofonda,mycobacterium smegmatis,,,,1,phagesdb
xenomorph,arthrobacter sp.,MK919473,,,1,phagesdb
xenon,rhodococcus erythropolis,,,,1,phagesdb
xenondestroyer,arthrobacter globiformis,,,,1,phagesdb
xenonon,microbacterium foliorum,,,,1,phagesdb
xenonymous,mycobacterium smegmatis,,,,1,phagesdb
xenotrifin3,microbacterium foliorum,,,,1,phagesdb
xerorex,mycobacterium smegmatis,,,,1,phagesdb
xerxes,mycobacterium smegmatis,KU935726,,,1,phagesdb
xesos,microbacterium foliorum,,,,1,phagesdb
